sentiment,review
1," Been to airports and back: My 21"" Ilite (available for under $90.00) has crossed the Atlantic twice (along with multiple trips IAD-Honolulu"
0," Disappointing: This book does not supply the credible witness regarding the ""luminaries"" that I'd hoped for: i.e."
1, Enoch
0," Cute but cute doesn't cut it in a busy kitchen: Usually OXO produces well designed items that have you thinking ""They *really* thought about how this thing was going to be used (and abused)!"" Unfortunately the other reviewers are spot on -- very bendy handles. It's a shame"
0, Too bulky; too weak: I have always liked Oxo
0, Bad Measures: I tried to review these at Macy's where I bought them from after following a link here but they don't allow bad reviews on their site. If it's bad - they time you out and won't let it post. Since I started here I'll review here. I didn't get a chance to check the handle issue. I checked them for accuracy because the 1 cup just didn't look quite right. I was correct. It is off in measure nearly 1/8 of a cup! I checked it against Pyrex
1, Annonited
1, We Got A Hit!: I am so happy to have this wonderful piece of new Who music. It's creative
0, Not bad but better books on gay movies out there: This is quite a neat little book on gay movies
0, 1001 Spoilers: If you hate reading spoilers
0, The Saboteurs-Griffin: If you think you are getting a Griffin story-DO NOT BUY this! I have never been so disappointed in all my life. This is awful. Characters by name only--plots are not developed! Amazon should remove this farce from their inventory!!
0, I felt sabotaged: It's too bad that Griffin has become a factory like Tom Clancy. I am certain he had nothing to do with the writing
0," The Saboteurs: After reading some of the other reviews I feel like I'm guilty of ""piling on"""
0, WOW!: I can but echo Jerry Sapperstein's review. I
0, Not Pleased: I was very disappointed when I received this bood to discover that it was not written by W.E.B. Griffin (William E. Butterworth) but was written by his son William E. Butterworth IV. I have really enjoyed W.E.B. Griffins writing style and couldn't even read this one as it was entirly different.
0, poor excuse for Griffin book: I am a avid fan of WEB Griffin
0, Sad disappointment: I bought the book
0, Griffin disappoints--Sack Son: I was mightily disappointed in this latest book
1, GREAT BOOK....: My five year old son loves trains and all the thomas books. This product is an excellent book
1, Beautiful Book: This was bought as a gift for a 9 year old boy. This story lets him know that not everyone is the same or should they be.
1, one of the best: Lois Lowry is a great writer. Its a book you dont want to put down. If you think that the world we live in is bad you should read The Giver
1, A Realistic Utopia: This book sets the stage for a utopian society
1, An appropriately thought-provoking read for any age: The beauty of this book is that it is pushing people to grapple with the ways that any society could limit itself to ignorance
1, A look at what could happen to our world.: I had heard about this book for years but I had never read it. People always talked about it like it was a forbidden fruit or a masterpiece. The question always was
1," The Giver: The book ""The Giver"" takes place in a strange community some time in the Future.Jonas is closing in on his ceremony of Twelve"
0," Rewiew of ""The Giver"": ""The Giver"" is a novel which deals with the problems boy named Jonas who lives in a totalitarian system.I this system"
1, a truely wonderful book...: I recently read The Giver and i thought it was a wonderful book. I liked it because it was truley original and really made you think about things you might never have thought about before. Like
0, Just ok: This book
1, The greatest novel: Jonas lives in a perfect society. No pain
1, The Giver: This book really made me think about the views on the future and how incredably imposible having a perfect world would be. The beginning of this book really opened my eyes to the exact set up Lois Lowry describes the future to be like. It made me think of how things would be if the world were completely orgagnized. But 12 year old Jonas had to take on the memory of the world
1, Review for The Giver ( i guess uh.... one thumb up?): This is a pretty good book. Our class of 7SR just finished it. i think Lois Lowry should write a sequel
